Time,Temperatur,pH,Temperatur_Membership_Params,PH_Membership_Params,Temperatur_Memberships,PH_Memberships,Takaran_Membership_Params,Takaran_Memberships,Alpha_Predikats,a_values
2024-09-13 08:00,21.94,6.54,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 1.0, 'normal': 0.0, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [23.37, 23.37, 27.265, 29.2125], 'sedang': [27.265, 29.2125, 33.1075, 35.055], 'banyak': [33.1075, 37.0025, 38.95, 38.95]}","{'sedikit': 0.0, 'sedang': 1.0, 'banyak': 0.0}",{'Rule 5': 1.0},"[{'alpha_level': 1.0, 'a_values': [29.21, 33.11]}]"
2024-09-13 18:00,24.38,6.68,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.31, 'normal': 0.69, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [23.37, 23.37, 27.265, 29.2125], 'sedang': [27.265, 29.2125, 33.1075, 35.055], 'banyak': [33.1075, 37.0025, 38.95, 38.95]}","{'sedikit': 0.0, 'sedang': 0.3586, 'banyak': 0.3207}","{'Rule 2': 0.69, 'Rule 5': 0.31}","[{'alpha_level': 0.69, 'a_values': [35.8, 38.95]}, {'alpha_level': 0.31, 'a_values': [27.87, 38.95]}]"
2024-09-14 08:00,22.0,6.57,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 1.0, 'normal': 0.0, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [24.54, 24.54, 28.63, 30.675], 'sedang': [28.63, 30.675, 34.765, 36.81], 'banyak': [34.765, 38.855, 40.9, 40.9]}","{'sedikit': 0.0, 'sedang': 1.0, 'banyak': 0.0}",{'Rule 5': 1.0},"[{'alpha_level': 1.0, 'a_values': [30.68, 34.76]}]"
2024-09-14 18:00,24.19,6.67,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.405, 'normal': 0.595, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [24.54, 24.54, 28.63, 30.675], 'sedang': [28.63, 30.675, 34.765, 36.81], 'banyak': [34.765, 38.855, 40.9, 40.9]}","{'sedikit': 0.0, 'sedang': 0.6368, 'banyak': 0.1816}","{'Rule 2': 0.595, 'Rule 5': 0.405}","[{'alpha_level': 0.595, 'a_values': [37.2, 40.9]}, {'alpha_level': 0.405, 'a_values': [29.46, 35.98, 36.42, 40.9]}]"
2024-09-15 08:00,21.88,6.53,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 1.0, 'normal': 0.0, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [24.54, 24.54, 28.63, 30.675], 'sedang': [28.63, 30.675, 34.765, 36.81], 'banyak': [34.765, 38.855, 40.9, 40.9]}","{'sedikit': 0.0, 'sedang': 1.0, 'banyak': 0.0}",{'Rule 5': 1.0},"[{'alpha_level': 1.0, 'a_values': [30.68, 34.76]}]"
2024-09-15 18:00,24.44,6.65,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.28, 'normal': 0.72, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [24.54, 24.54, 28.63, 30.675], 'sedang': [28.63, 30.675, 34.765, 36.81], 'banyak': [34.765, 38.855, 40.9, 40.9]}","{'sedikit': 0.0, 'sedang': 0.2624, 'banyak': 0.3688}","{'Rule 2': 0.72, 'Rule 5': 0.28}","[{'alpha_level': 0.72, 'a_values': [37.71, 40.9]}, {'alpha_level': 0.28, 'a_values': [29.2, 40.9]}]"
2024-09-16 08:00,22.38,6.57,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 1.0, 'normal': 0.0, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [24.54, 24.54, 28.63, 30.675], 'sedang': [28.63, 30.675, 34.765, 36.81], 'banyak': [34.765, 38.855, 40.9, 40.9]}","{'sedikit': 0.0, 'sedang': 1.0, 'banyak': 0.0}",{'Rule 5': 1.0},"[{'alpha_level': 1.0, 'a_values': [30.68, 34.76]}]"
2024-09-16 18:00,24.31,6.68,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.345, 'normal': 0.655, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [24.54, 24.54, 28.63, 30.675], 'sedang': [28.63, 30.675, 34.765, 36.81], 'banyak': [34.765, 38.855, 40.9, 40.9]}","{'sedikit': 0.0, 'sedang': 0.4654, 'banyak': 0.2673}","{'Rule 2': 0.655, 'Rule 5': 0.345}","[{'alpha_level': 0.655, 'a_values': [37.44, 40.9]}, {'alpha_level': 0.345, 'a_values': [29.34, 36.1, 36.18, 40.9]}]"
2024-09-17 08:00,21.94,6.53,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 1.0, 'normal': 0.0, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [24.54, 24.54, 28.63, 30.675], 'sedang': [28.63, 30.675, 34.765, 36.81], 'banyak': [34.765, 38.855, 40.9, 40.9]}","{'sedikit': 0.0, 'sedang': 1.0, 'banyak': 0.0}",{'Rule 5': 1.0},"[{'alpha_level': 1.0, 'a_values': [30.68, 34.76]}]"
2024-09-17 18:00,23.63,6.66,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.685, 'normal': 0.315, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [24.54, 24.54, 28.63, 30.675], 'sedang': [28.63, 30.675, 34.765, 36.81], 'banyak': [34.765, 38.855, 40.9, 40.9]}","{'sedikit': 0.0, 'sedang': 1.0, 'banyak': 0.0}","{'Rule 2': 0.315, 'Rule 5': 0.685}","[{'alpha_level': 0.685, 'a_values': [30.03, 35.41]}, {'alpha_level': 0.315, 'a_values': [29.28, 40.9]}]"
2024-09-18 08:00,21.31,6.53,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 1.0, 'normal': 0.0, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [24.54, 24.54, 28.63, 30.675], 'sedang': [28.63, 30.675, 34.765, 36.81], 'banyak': [34.765, 38.855, 40.9, 40.9]}","{'sedikit': 0.0, 'sedang': 1.0, 'banyak': 0.0}",{'Rule 5': 1.0},"[{'alpha_level': 1.0, 'a_values': [30.68, 34.76]}]"
2024-09-18 18:00,23.63,6.65,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.685, 'normal': 0.315, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [24.54, 24.54, 28.63, 30.675], 'sedang': [28.63, 30.675, 34.765, 36.81], 'banyak': [34.765, 38.855, 40.9, 40.9]}","{'sedikit': 0.0, 'sedang': 1.0, 'banyak': 0.0}","{'Rule 2': 0.315, 'Rule 5': 0.685}","[{'alpha_level': 0.685, 'a_values': [30.03, 35.41]}, {'alpha_level': 0.315, 'a_values': [29.28, 40.9]}]"
2024-09-19 08:00,21.06,6.52,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 1.0, 'normal': 0.0, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [24.54, 24.54, 28.63, 30.675], 'sedang': [28.63, 30.675, 34.765, 36.81], 'banyak': [34.765, 38.855, 40.9, 40.9]}","{'sedikit': 0.0, 'sedang': 1.0, 'banyak': 0.0}",{'Rule 5': 1.0},"[{'alpha_level': 1.0, 'a_values': [30.68, 34.76]}]"
2024-09-19 18:00,24.63,6.71,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.185, 'normal': 0.815, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [24.54, 24.54, 28.63, 30.675], 'sedang': [28.63, 30.675, 34.765, 36.81], 'banyak': [34.765, 38.855, 40.9, 40.9]}","{'sedikit': 0.0, 'sedang': 0.0, 'banyak': 0.5373}","{'Rule 2': 0.815, 'Rule 5': 0.185}","[{'alpha_level': 0.815, 'a_values': [38.1, 40.9]}, {'alpha_level': 0.185, 'a_values': [29.01, 40.9]}]"
2024-09-20 08:00,22.0,6.56,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 1.0, 'normal': 0.0, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [24.54, 24.54, 28.63, 30.675], 'sedang': [28.63, 30.675, 34.765, 36.81], 'banyak': [34.765, 38.855, 40.9, 40.9]}","{'sedikit': 0.0, 'sedang': 1.0, 'banyak': 0.0}",{'Rule 5': 1.0},"[{'alpha_level': 1.0, 'a_values': [30.68, 34.76]}]"
2024-09-20 18:00,25.19,6.73,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.0, 'normal': 1.0, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [24.54, 24.54, 28.63, 30.675], 'sedang': [28.63, 30.675, 34.765, 36.81], 'banyak': [34.765, 38.855, 40.9, 40.9]}","{'sedikit': 0.0, 'sedang': 0.0, 'banyak': 0.9583}",{'Rule 2': 1.0},"[{'alpha_level': 1.0, 'a_values': [38.86, 40.9]}]"
2024-09-21 08:00,21.94,6.56,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 1.0, 'normal': 0.0, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [25.53, 25.53, 29.785, 31.9125], 'sedang': [29.785, 31.9125, 36.1675, 38.295], 'banyak': [36.1675, 40.4225, 42.55, 42.55]}","{'sedikit': 0.0, 'sedang': 1.0, 'banyak': 0.0}",{'Rule 5': 1.0},"[{'alpha_level': 1.0, 'a_values': [31.91, 36.17]}]"
2024-09-21 18:00,25.06,6.68,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.0, 'normal': 1.0, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [25.53, 25.53, 29.785, 31.9125], 'sedang': [29.785, 31.9125, 36.1675, 38.295], 'banyak': [36.1675, 40.4225, 42.55, 42.55]}","{'sedikit': 0.0, 'sedang': 0.0, 'banyak': 0.9583}",{'Rule 2': 1.0},"[{'alpha_level': 1.0, 'a_values': [40.42, 42.55]}]"
2024-09-22 08:00,22.81,6.6,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 1.0, 'normal': 0.0, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [25.53, 25.53, 29.785, 31.9125], 'sedang': [29.785, 31.9125, 36.1675, 38.295], 'banyak': [36.1675, 40.4225, 42.55, 42.55]}","{'sedikit': 0.0, 'sedang': 1.0, 'banyak': 0.0}",{'Rule 5': 1.0},"[{'alpha_level': 1.0, 'a_values': [31.91, 36.17]}]"
2024-09-22 18:00,26.0,6.77,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.0, 'normal': 1.0, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [25.53, 25.53, 29.785, 31.9125], 'sedang': [29.785, 31.9125, 36.1675, 38.295], 'banyak': [36.1675, 40.4225, 42.55, 42.55]}","{'sedikit': 0.0, 'sedang': 0.0, 'banyak': 0.9583}",{'Rule 2': 1.0},"[{'alpha_level': 1.0, 'a_values': [40.42, 42.55]}]"
2024-09-23 08:00,24.0,6.66,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.5, 'normal': 0.5, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [25.53, 25.53, 29.785, 31.9125], 'sedang': [29.785, 31.9125, 36.1675, 38.295], 'banyak': [36.1675, 40.4225, 42.55, 42.55]}","{'sedikit': 0.0, 'sedang': 0.8857, 'banyak': 0.0571}","{'Rule 2': 0.5, 'Rule 5': 0.5}","[{'alpha_level': 0.5, 'a_values': [30.85, 37.23, 38.3, 42.55]}]"
2024-09-23 18:00,24.75,6.67,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.125, 'normal': 0.875, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [25.53, 25.53, 29.785, 31.9125], 'sedang': [29.785, 31.9125, 36.1675, 38.295], 'banyak': [36.1675, 40.4225, 42.55, 42.55]}","{'sedikit': 0.0, 'sedang': 0.0, 'banyak': 0.6584}","{'Rule 2': 0.875, 'Rule 5': 0.125}","[{'alpha_level': 0.875, 'a_values': [39.89, 42.55]}, {'alpha_level': 0.125, 'a_values': [30.05, 42.55]}]"
2024-09-24 08:00,23.56,6.66,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.72, 'normal': 0.28, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [25.53, 25.53, 29.785, 31.9125], 'sedang': [29.785, 31.9125, 36.1675, 38.295], 'banyak': [36.1675, 40.4225, 42.55, 42.55]}","{'sedikit': 0.0, 'sedang': 1.0, 'banyak': 0.0}","{'Rule 2': 0.28, 'Rule 5': 0.72}","[{'alpha_level': 0.72, 'a_values': [31.32, 36.76]}, {'alpha_level': 0.28, 'a_values': [30.38, 42.55]}]"
2024-09-24 18:00,24.88,6.68,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.06, 'normal': 0.94, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [25.53, 25.53, 29.785, 31.9125], 'sedang': [29.785, 31.9125, 36.1675, 38.295], 'banyak': [36.1675, 40.4225, 42.55, 42.55]}","{'sedikit': 0.0, 'sedang': 0.0, 'banyak': 0.8053}","{'Rule 2': 0.94, 'Rule 5': 0.06}","[{'alpha_level': 0.94, 'a_values': [40.17, 42.55]}, {'alpha_level': 0.06, 'a_values': [29.91, 42.55]}]"
2024-09-25 08:00,23.5,6.63,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.75, 'normal': 0.25, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [25.53, 25.53, 29.785, 31.9125], 'sedang': [29.785, 31.9125, 36.1675, 38.295], 'banyak': [36.1675, 40.4225, 42.55, 42.55]}","{'sedikit': 0.0, 'sedang': 1.0, 'banyak': 0.0}","{'Rule 2': 0.25, 'Rule 5': 0.75}","[{'alpha_level': 0.75, 'a_values': [31.38, 36.7]}, {'alpha_level': 0.25, 'a_values': [30.32, 42.55]}]"
2024-09-25 18:00,24.19,6.7,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.405, 'normal': 0.595, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [25.53, 25.53, 29.785, 31.9125], 'sedang': [29.785, 31.9125, 36.1675, 38.295], 'banyak': [36.1675, 40.4225, 42.55, 42.55]}","{'sedikit': 0.0, 'sedang': 0.6368, 'banyak': 0.1816}","{'Rule 2': 0.595, 'Rule 5': 0.405}","[{'alpha_level': 0.595, 'a_values': [38.7, 42.55]}, {'alpha_level': 0.405, 'a_values': [30.65, 37.43, 37.89, 42.55]}]"
2024-09-26 08:00,23.63,6.65,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.685, 'normal': 0.315, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [25.53, 25.53, 29.785, 31.9125], 'sedang': [29.785, 31.9125, 36.1675, 38.295], 'banyak': [36.1675, 40.4225, 42.55, 42.55]}","{'sedikit': 0.0, 'sedang': 1.0, 'banyak': 0.0}","{'Rule 2': 0.315, 'Rule 5': 0.685}","[{'alpha_level': 0.685, 'a_values': [31.24, 36.84]}, {'alpha_level': 0.315, 'a_values': [30.46, 42.55]}]"
2024-09-26 18:00,25.31,6.74,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.0, 'normal': 1.0, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [25.53, 25.53, 29.785, 31.9125], 'sedang': [29.785, 31.9125, 36.1675, 38.295], 'banyak': [36.1675, 40.4225, 42.55, 42.55]}","{'sedikit': 0.0, 'sedang': 0.0, 'banyak': 0.9583}",{'Rule 2': 1.0},"[{'alpha_level': 1.0, 'a_values': [40.42, 42.55]}]"
